Start Time, Oct. 25, 2018 at 04:04:54 PM
Energy calibration,  Offset: 0, Slope: 0.5, Quadratic: 0
Live Time (s), 1204.93
Real Time (s), 1210.19
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
1063, 531.5, 15
1064, 532, 17
1065, 532.5, 11
1066, 533, 11
1067, 533.5, 19
1068, 534, 16
1069, 534.5, 13
1070, 535, 13
1071, 535.5, 18
1072, 536, 19
1073, 536.5, 12
1074, 537, 14
1075, 537.5, 10
1076, 538, 9
1077, 538.5, 14
1078, 539, 20
1079, 539.5, 15
1080, 540, 16
1081, 540.5, 20
1082, 541, 16
1083, 541.5, 9
1084, 542, 22
1085, 542.5, 16
1086, 543, 12
1087, 543.5, 12
1088, 544, 13
1089, 544.5, 15
1090, 545, 20
1091, 545.5, 16
1092, 546, 18
1093, 546.5, 17
1094, 547, 15
1095, 547.5, 17
1096, 548, 12
1097, 548.5, 28
1098, 549, 18
1099, 549.5, 17
1100, 550, 18
1101, 550.5, 18
1102, 551, 18
1103, 551.5, 21
1104, 552, 15
1105, 552.5, 10
1106, 553, 12
1107, 553.5, 15
1108, 554, 20
1109, 554.5, 11
1110, 555, 17
1111, 555.5, 9
1112, 556, 18
1113, 556.5, 24
1114, 557, 17
1115, 557.5, 16
1116, 558, 14
1117, 558.5, 13
1118, 559, 14
1119, 559.5, 13
1120, 560, 14
1121, 560.5, 16
1122, 561, 15
1123, 561.5, 18
1124, 562, 5
1125, 562.5, 20
1126, 563, 11
1127, 563.5, 10
1128, 564, 18
1129, 564.5, 26
1130, 565, 33
1131, 565.5, 23
1132, 566, 12
1133, 566.5, 19
1134, 567, 10
1135, 567.5, 20
1136, 568, 16
1137, 568.5, 13
1138, 569, 9
1139, 569.5, 17
1140, 570, 11
1141, 570.5, 13
1142, 571, 12
1143, 571.5, 12
1144, 572, 15
1145, 572.5, 12
1146, 573, 19
1147, 573.5, 19
1148, 574, 12
1149, 574.5, 18
1150, 575, 19
1151, 575.5, 18
1152, 576, 7
1153, 576.5, 14
1154, 577, 14
1155, 577.5, 8
1156, 578, 17
1157, 578.5, 13
1158, 579, 19
1159, 579.5, 17
1160, 580, 13
1161, 580.5, 10
1162, 581, 14
1163, 581.5, 11
1164, 582, 17
1165, 582.5, 9
1166, 583, 7
1167, 583.5, 14
1168, 584, 12
1169, 584.5, 15
1170, 585, 15
1171, 585.5, 11
1172, 586, 14
1173, 586.5, 13
1174, 587, 20
1175, 587.5, 11
1176, 588, 8
1177, 588.5, 19
1178, 589, 15
1179, 589.5, 18
1180, 590, 11
1181, 590.5, 12
1182, 591, 10
1183, 591.5, 13
1184, 592, 17
1185, 592.5, 17
1186, 593, 16
1187, 593.5, 17
1188, 594, 18
1189, 594.5, 14
1190, 595, 15
1191, 595.5, 12
1192, 596, 12
1193, 596.5, 8
1194, 597, 20
1195, 597.5, 69
1196, 598, 135
1197, 598.5, 93
1198, 599, 29
1199, 599.5, 11
1200, 600, 20
1201, 600.5, 14
1202, 601, 20
1203, 601.5, 10
1204, 602, 11
1205, 602.5, 10
1206, 603, 11
1207, 603.5, 17
1208, 604, 19
1209, 604.5, 8
1210, 605, 10
1211, 605.5, 5
1212, 606, 9
1213, 606.5, 15
1214, 607, 19
1215, 607.5, 14
1216, 608, 17
1217, 608.5, 19
1218, 609, 18
1219, 609.5, 15
1220, 610, 13
1221, 610.5, 11
1222, 611, 11
1223, 611.5, 10
1224, 612, 13
1225, 612.5, 20
1226, 613, 23
1227, 613.5, 20
1228, 614, 15
1229, 614.5, 17
1230, 615, 20
1231, 615.5, 13
1232, 616, 9
1233, 616.5, 13
1234, 617, 12
1235, 617.5, 8
1236, 618, 12
1237, 618.5, 11
1238, 619, 19
1239, 619.5, 17
1240, 620, 7
1241, 620.5, 12
1242, 621, 8
1243, 621.5, 11
1244, 622, 12
1245, 622.5, 14
1246, 623, 10
1247, 623.5, 16
1248, 624, 15
1249, 624.5, 16
1250, 625, 8
1251, 625.5, 8
1252, 626, 15
1253, 626.5, 13
1254, 627, 17
1255, 627.5, 10
1256, 628, 12
1257, 628.5, 7
1258, 629, 6
1259, 629.5, 12
1260, 630, 10
1261, 630.5, 15
1262, 631, 17
1263, 631.5, 16
1264, 632, 13
1265, 632.5, 21
1266, 633, 39
1267, 633.5, 29
1268, 634, 13
1269, 634.5, 12
1270, 635, 15
1271, 635.5, 64
1272, 636, 76
1273, 636.5, 38
1274, 637, 16
1275, 637.5, 16
1276, 638, 18
1277, 638.5, 7
1278, 639, 7
1279, 639.5, 8
1280, 640, 20
1281, 640.5, 13
1282, 641, 8
1283, 641.5, 9
1284, 642, 12
1285, 642.5, 9
1286, 643, 8
1287, 643.5, 9
1288, 644, 12
1289, 644.5, 13
1290, 645, 9
1291, 645.5, 13
1292, 646, 21
1293, 646.5, 12
1294, 647, 12
1295, 647.5, 13
1296, 648, 14
1297, 648.5, 6
1298, 649, 6
1299, 649.5, 15
1300, 650, 11
1301, 650.5, 15
1302, 651, 9
1303, 651.5, 16
1304, 652, 12
1305, 652.5, 11
1306, 653, 16
1307, 653.5, 11
1308, 654, 12
1309, 654.5, 17
1310, 655, 8
1311, 655.5, 9
1312, 656, 10
1313, 656.5, 17
1314, 657, 16
1315, 657.5, 15
1316, 658, 12
1317, 658.5, 7
1318, 659, 6
1319, 659.5, 10
1320, 660, 9
1321, 660.5, 8
1322, 661, 8
1323, 661.5, 8
1324, 662, 11
1325, 662.5, 15
1326, 663, 14
1327, 663.5, 15
1328, 664, 13
1329, 664.5, 14
1330, 665, 10
1331, 665.5, 12
1332, 666, 13
1333, 666.5, 20
1334, 667, 17
1335, 667.5, 10
1336, 668, 10
1337, 668.5, 12
1338, 669, 13
1339, 669.5, 10
1340, 670, 11
1341, 670.5, 11
1342, 671, 13
1343, 671.5, 12
1344, 672, 14
1345, 672.5, 10
1346, 673, 12
1347, 673.5, 3
1348, 674, 19
1349, 674.5, 10
1350, 675, 9
1351, 675.5, 11
1352, 676, 11
1353, 676.5, 6
