Start Time, Oct. 25, 2018 at 03:12:02 PM
Energy calibration,  Offset: 0, Slope: 0.5, Quadratic: 0
Live Time (s), 1225.22
Real Time (s), 1230.74
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
971, 485.5, 21
972, 486, 24
973, 486.5, 28
974, 487, 13
975, 487.5, 23
976, 488, 13
977, 488.5, 12
978, 489, 16
979, 489.5, 13
980, 490, 14
981, 490.5, 23
982, 491, 12
983, 491.5, 24
984, 492, 18
985, 492.5, 21
986, 493, 21
987, 493.5, 14
988, 494, 24
989, 494.5, 18
990, 495, 21
991, 495.5, 26
992, 496, 19
993, 496.5, 22
994, 497, 19
995, 497.5, 19
996, 498, 18
997, 498.5, 20
998, 499, 9
999, 499.5, 20
1000, 500, 15
1001, 500.5, 19
1002, 501, 20
1003, 501.5, 21
1004, 502, 26
1005, 502.5, 15
1006, 503, 24
1007, 503.5, 28
1008, 504, 38
1009, 504.5, 45
1010, 505, 35
1011, 505.5, 23
1012, 506, 16
1013, 506.5, 18
1014, 507, 19
1015, 507.5, 24
1016, 508, 18
1017, 508.5, 9
1018, 509, 12
1019, 509.5, 10
1020, 510, 19
1021, 510.5, 10
1022, 511, 14
1023, 511.5, 15
1024, 512, 20
1025, 512.5, 17
1026, 513, 17
1027, 513.5, 17
1028, 514, 16
1029, 514.5, 13
1030, 515, 14
1031, 515.5, 30
1032, 516, 31
1033, 516.5, 19
1034, 517, 14
1035, 517.5, 11
1036, 518, 23
1037, 518.5, 22
1038, 519, 27
1039, 519.5, 20
1040, 520, 13
1041, 520.5, 14
1042, 521, 16
1043, 521.5, 34
1044, 522, 37
1045, 522.5, 28
1046, 523, 14
1047, 523.5, 14
1048, 524, 16
1049, 524.5, 15
1050, 525, 14
1051, 525.5, 12
1052, 526, 9
1053, 526.5, 8
1054, 527, 17
1055, 527.5, 18
1056, 528, 14
1057, 528.5, 9
1058, 529, 24
1059, 529.5, 22
1060, 530, 18
1061, 530.5, 11
1062, 531, 22
1063, 531.5, 16
1064, 532, 9
1065, 532.5, 23
1066, 533, 17
1067, 533.5, 24
1068, 534, 15
1069, 534.5, 15
1070, 535, 20
1071, 535.5, 18
1072, 536, 12
1073, 536.5, 18
1074, 537, 14
1075, 537.5, 21
1076, 538, 9
1077, 538.5, 11
1078, 539, 14
1079, 539.5, 13
1080, 540, 13
1081, 540.5, 23
1082, 541, 12
1083, 541.5, 8
1084, 542, 18
1085, 542.5, 14
1086, 543, 11
1087, 543.5, 14
1088, 544, 16
1089, 544.5, 13
1090, 545, 17
1091, 545.5, 17
1092, 546, 21
1093, 546.5, 15
1094, 547, 13
1095, 547.5, 15
1096, 548, 14
1097, 548.5, 19
1098, 549, 15
1099, 549.5, 10
1100, 550, 21
1101, 550.5, 14
1102, 551, 12
1103, 551.5, 16
1104, 552, 20
1105, 552.5, 14
1106, 553, 18
1107, 553.5, 10
1108, 554, 21
1109, 554.5, 18
1110, 555, 12
1111, 555.5, 17
1112, 556, 24
1113, 556.5, 18
1114, 557, 14
1115, 557.5, 12
1116, 558, 19
1117, 558.5, 16
1118, 559, 21
1119, 559.5, 13
1120, 560, 12
1121, 560.5, 7
1122, 561, 13
1123, 561.5, 16
1124, 562, 14
1125, 562.5, 9
1126, 563, 16
1127, 563.5, 13
1128, 564, 20
1129, 564.5, 33
1130, 565, 45
1131, 565.5, 24
1132, 566, 17
1133, 566.5, 15
1134, 567, 15
1135, 567.5, 16
1136, 568, 13
1137, 568.5, 14
1138, 569, 16
1139, 569.5, 6
1140, 570, 16
1141, 570.5, 14
1142, 571, 18
1143, 571.5, 9
1144, 572, 21
1145, 572.5, 10
1146, 573, 12
1147, 573.5, 16
1148, 574, 18
1149, 574.5, 18
1150, 575, 15
1151, 575.5, 18
1152, 576, 15
1153, 576.5, 23
1154, 577, 19
1155, 577.5, 16
1156, 578, 16
1157, 578.5, 14
1158, 579, 19
1159, 579.5, 15
1160, 580, 8
1161, 580.5, 10
1162, 581, 11
1163, 581.5, 13
1164, 582, 15
1165, 582.5, 14
1166, 583, 12
1167, 583.5, 14
1168, 584, 14
1169, 584.5, 18
1170, 585, 13
1171, 585.5, 23
1172, 586, 14
1173, 586.5, 14
1174, 587, 17
1175, 587.5, 15
1176, 588, 12
1177, 588.5, 11
1178, 589, 8
1179, 589.5, 15
1180, 590, 12
1181, 590.5, 12
1182, 591, 16
1183, 591.5, 7
1184, 592, 13
1185, 592.5, 20
1186, 593, 17
1187, 593.5, 18
1188, 594, 17
1189, 594.5, 17
1190, 595, 18
1191, 595.5, 12
1192, 596, 11
1193, 596.5, 15
1194, 597, 19
1195, 597.5, 57
1196, 598, 147
1197, 598.5, 94
1198, 599, 23
1199, 599.5, 10
1200, 600, 10
1201, 600.5, 15
1202, 601, 13
1203, 601.5, 15
1204, 602, 10
1205, 602.5, 13
1206, 603, 10
1207, 603.5, 13
1208, 604, 9
1209, 604.5, 18
1210, 605, 9
1211, 605.5, 9
1212, 606, 13
1213, 606.5, 19
1214, 607, 15
1215, 607.5, 16
1216, 608, 13
1217, 608.5, 10
1218, 609, 9
1219, 609.5, 17
1220, 610, 13
1221, 610.5, 16
1222, 611, 11
1223, 611.5, 15
1224, 612, 16
1225, 612.5, 16
1226, 613, 28
1227, 613.5, 27
1228, 614, 11
1229, 614.5, 10
1230, 615, 10
1231, 615.5, 9
1232, 616, 15
1233, 616.5, 13
1234, 617, 14
1235, 617.5, 9
1236, 618, 14
1237, 618.5, 12
1238, 619, 10
1239, 619.5, 13
1240, 620, 5
1241, 620.5, 4
1242, 621, 9
1243, 621.5, 10
1244, 622, 19
1245, 622.5, 21
1246, 623, 11
1247, 623.5, 22
1248, 624, 14
1249, 624.5, 18
1250, 625, 18
1251, 625.5, 10
1252, 626, 15
1253, 626.5, 8
1254, 627, 10
1255, 627.5, 15
1256, 628, 15
1257, 628.5, 5
1258, 629, 16
1259, 629.5, 15
1260, 630, 15
1261, 630.5, 10
1262, 631, 16
1263, 631.5, 10
1264, 632, 14
1265, 632.5, 26
1266, 633, 29
1267, 633.5, 39
1268, 634, 19
1269, 634.5, 11
1270, 635, 23
1271, 635.5, 71
1272, 636, 78
1273, 636.5, 40
1274, 637, 13
1275, 637.5, 12
1276, 638, 12
1277, 638.5, 7
1278, 639, 11
1279, 639.5, 12
1280, 640, 14
1281, 640.5, 13
1282, 641, 9
1283, 641.5, 14
1284, 642, 10
1285, 642.5, 12
1286, 643, 15
1287, 643.5, 11
1288, 644, 19
1289, 644.5, 14
1290, 645, 12
1291, 645.5, 10
1292, 646, 8
1293, 646.5, 12
1294, 647, 8
1295, 647.5, 9
1296, 648, 10
1297, 648.5, 12
1298, 649, 12
1299, 649.5, 14
1300, 650, 9
1301, 650.5, 8
1302, 651, 7
1303, 651.5, 12
1304, 652, 17
1305, 652.5, 8
1306, 653, 12
1307, 653.5, 8
1308, 654, 9
1309, 654.5, 15
1310, 655, 17
1311, 655.5, 8
1312, 656, 8
1313, 656.5, 11
1314, 657, 20
1315, 657.5, 7
1316, 658, 8
1317, 658.5, 16
1318, 659, 14
1319, 659.5, 6
1320, 660, 17
1321, 660.5, 9
1322, 661, 12
1323, 661.5, 7
1324, 662, 11
1325, 662.5, 13
1326, 663, 14
1327, 663.5, 15
1328, 664, 13
1329, 664.5, 11
1330, 665, 15
1331, 665.5, 5
1332, 666, 16
1333, 666.5, 11
1334, 667, 11
1335, 667.5, 11
1336, 668, 6
1337, 668.5, 8
1338, 669, 10
1339, 669.5, 15
1340, 670, 16
1341, 670.5, 10
1342, 671, 19
1343, 671.5, 9
1344, 672, 4
1345, 672.5, 9
1346, 673, 11
1347, 673.5, 12
1348, 674, 10
1349, 674.5, 8
1350, 675, 7
1351, 675.5, 8
1352, 676, 12
1353, 676.5, 15
1354, 677, 16
1355, 677.5, 9
1356, 678, 10
1357, 678.5, 9
1358, 679, 17
1359, 679.5, 12
1360, 680, 10
1361, 680.5, 9
1362, 681, 5
1363, 681.5, 17
1364, 682, 12
1365, 682.5, 9
1366, 683, 12
1367, 683.5, 11
1368, 684, 7
1369, 684.5, 16
1370, 685, 10
1371, 685.5, 12
1372, 686, 18
1373, 686.5, 14
1374, 687, 10
1375, 687.5, 10
1376, 688, 7
1377, 688.5, 7
1378, 689, 12
1379, 689.5, 11
1380, 690, 10
1381, 690.5, 17
1382, 691, 12
1383, 691.5, 5
1384, 692, 7
1385, 692.5, 6
1386, 693, 12
1387, 693.5, 8
1388, 694, 15
1389, 694.5, 13
1390, 695, 12
1391, 695.5, 8
1392, 696, 21
1393, 696.5, 9
1394, 697, 11
1395, 697.5, 8
1396, 698, 9
1397, 698.5, 14
1398, 699, 8
1399, 699.5, 13
1400, 700, 14
1401, 700.5, 18
1402, 701, 10
1403, 701.5, 7
1404, 702, 12
1405, 702.5, 8
1406, 703, 7
1407, 703.5, 9
1408, 704, 16
1409, 704.5, 11
1410, 705, 8
1411, 705.5, 13
1412, 706, 11
1413, 706.5, 14
1414, 707, 13
1415, 707.5, 10
1416, 708, 7
1417, 708.5, 12
1418, 709, 11
1419, 709.5, 13
1420, 710, 12
1421, 710.5, 15
1422, 711, 7
1423, 711.5, 10
1424, 712, 10
1425, 712.5, 14
1426, 713, 16
1427, 713.5, 14
1428, 714, 9
1429, 714.5, 11
1430, 715, 12
1431, 715.5, 11
1432, 716, 9
1433, 716.5, 13
1434, 717, 12
1435, 717.5, 13
1436, 718, 12
1437, 718.5, 13
1438, 719, 16
1439, 719.5, 19
1440, 720, 11
1441, 720.5, 13
1442, 721, 10
1443, 721.5, 12
1444, 722, 14
